Crop_Type,Soil_Type,Pesticide_Use_Category,Estimated_Insects_Count,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
Rabi,Alluvial,Bactericides,851,40,24,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,851,20,33,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1056,30,38,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1132,30,31,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1132,20,40,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1212,50,45,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1296,20,46,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1385,20,43,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1478,50,48,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1478,40,44,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1478,25,50,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1575,40,40,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1678,30,46,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1786,20,47,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1898,25,53,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1898,20,53,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1898,45,45,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1898,30,55,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,2015,30,52,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2016,15,52,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2015,30,52,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2016,15,45,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2139,40,57,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,2267,40,56,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,2402,30,54,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2542,20,60,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2688,35,54,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2688,20,54,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2840,20,60,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2840,20,61,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,489,20,33,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,531,40,30,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,577,40,36,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,732,40,32,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,1056,30,39,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1056,15,32,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1296,40,40,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,1296,60,25,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1576,25,45,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1678,20,45,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1898,60,48,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1898,10,48,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,2542,15,50,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,3516,15,47,0,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,625,80,33,2,Winter,Significant Damage
Rabi,Alluvial,Herbicides,1132,20,27,15,Winter,Significant Damage
Rabi,Alluvial,Herbicides,1212,20,28,14,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1478,40,27,5,Winter,Significant Damage
Rabi,Alluvial,Herbicides,1576,40,22,21,Winter,Significant Damage
Rabi,Alluvial,Herbicides,2016,60,27,22,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2999,15,38,14,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,3164,20,42,15,Summer,Significant Damage
Rabi,Alluvial,Herbicides,3337,20,30,23,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,677,20,20,15,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,1132,20,37,5,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1296,50,43,3,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1297,40,43,2,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,1678,40,45,3,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,2139,30,40,12,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,3336,30,41,14,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,1056,10,20,10,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,2541,25,43,8,Summer,Significant Damage
Kharif,Black-Cotton,Insecticides,410,0,0,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Insecticides,625,0,0,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Insecticides,1132,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,2016,0,0,0,Summer,Significant Damage
Rabi,Black-Cotton,Insecticides,2267,0,0,0,Winter,Significant Damage
Kharif,Black-Cotton,Insecticides,3337,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,4096,0,0,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,625,50,29,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,1056,10,41,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1132,50,37,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1212,20,38,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1212,40,43,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1296,20,40,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1296,40,37,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1297,20,51,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1478,35,45,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1478,20,53,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1575,30,46,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1575,40,34,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1678,20,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1785,30,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1785,20,41,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1786,15,40,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,2015,20,50,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2401,40,54,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2542,20,57,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,2687,15,55,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,3895,20,60,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,283,10,21,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,375,20,27,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,625,20,30,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,677,40,30,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,677,20,35,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,732,15,34,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,731,20,27,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,916,40,30,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,984,40,41,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,984,20,38,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1056,10,40,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1212,20,38,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1212,40,38,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1385,40,32,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1385,30,40,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1478,20,30,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,2541,60,30,0,Winter,Significant Damage
Rabi,Alluvial,Herbicides,1478,50,29,20,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1576,70,45,10,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1575,40,45,1,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1678,25,44,2,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2015,40,33,5,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2138,20,28,6,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2267,15,40,11,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2401,35,38,14,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2840,60,55,5,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2999,20,40,9,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,3165,20,36,11,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,731,40,21,1,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1296,40,35,9,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,2015,10,34,15,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2138,40,29,20,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,3702,60,39,23,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,1056,25,15,3,Summer,Significant Damage
Kharif,Alluvial,Herbicides,1132,20,35,2,Monsoon,Significant Damage
Rabi,Black-Cotton,Insecticides,1478,0,0,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,448,30,9,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,448,50,32,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,625,20,35,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,677,40,25,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,732,30,32,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,789,25,37,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,916,20,16,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,984,15,41,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,984,30,41,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,984,50,36,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1056,60,39,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1132,10,39,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1212,25,49,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1212,10,39,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1212,15,42,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1296,30,40,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1296,40,43,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1296,40,42,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1385,25,42,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1478,10,40,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1478,10,39,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1478,20,40,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,1575,10,25,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1785,30,51,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1898,30,57,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1898,5,52,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1898,20,30,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1898,20,52,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2138,20,48,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2138,20,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2267,40,49,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,2267,15,53,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2402,40,58,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2541,40,60,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2541,20,42,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,2688,5,55,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,3164,20,40,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,3337,10,60,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,3516,50,61,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,531,20,28,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1297,15,35,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1385,20,43,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1576,20,44,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1576,25,45,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,1678,20,48,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1785,20,46,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1786,20,47,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1898,20,50,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1898,25,42,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2139,15,51,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,2267,20,51,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,2402,10,37,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,2542,40,57,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2999,20,60,0,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1478,20,38,8,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1478,40,25,20,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1576,20,30,3,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1786,20,42,10,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2015,40,48,4,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2139,10,15,33,Winter,Significant Damage
Rabi,Alluvial,Herbicides,2401,60,37,15,Winter,Significant Damage
Rabi,Alluvial,Herbicides,2541,20,34,20,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2688,20,45,7,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2688,60,40,15,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,3702,40,50,10,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,577,25,25,12,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,1385,55,34,11,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,1385,30,15,25,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1575,50,36,11,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1785,40,17,4,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,1898,30,27,19,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,2267,30,47,5,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,2541,25,28,7,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2542,20,28,6,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,3702,30,30,16,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,1296,20,30,2,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,2015,20,45,4,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,732,0,0,0,Winter,Significant Damage
Kharif,Alluvial,Insecticides,1296,0,0,0,Winter,Significant Damage
Kharif,Alluvial,Insecticides,2138,0,0,0,Winter,Significant Damage
Kharif,Black-Cotton,Insecticides,2267,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,2688,0,0,0,Summer,Significant Damage
Kharif,Black-Cotton,Insecticides,2688,0,0,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,531,30,25,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,577,10,23,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,789,30,40,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,790,30,37,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,984,10,38,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,984,50,44,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,984,25,40,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,984,20,27,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1056,30,45,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1056,40,37,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1056,25,43,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1212,30,39,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1385,25,40,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1575,40,40,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1575,20,42,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1898,40,46,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1898,30,50,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1898,20,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2015,10,47,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2015,30,48,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,2139,20,53,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2267,10,40,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2401,30,49,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2541,20,57,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2542,30,57,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,2999,30,64,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,577,15,27,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,789,15,37,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,851,25,41,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,984,20,38,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1132,30,41,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1132,30,41,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1296,15,35,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1385,30,43,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,1385,40,38,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,1478,40,44,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1678,10,48,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1785,15,45,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1898,40,40,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2015,20,45,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,2688,20,37,0,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1785,20,46,5,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2401,25,40,15,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2840,40,29,12,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,3164,40,54,13,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,731,60,31,7,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,731,30,21,14,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,1385,20,26,15,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1786,40,49,4,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2139,40,36,12,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,2402,20,9,5,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2687,30,49,7,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,3516,20,45,14,Summer,Significant Damage
Kharif,Black-Cotton,Insecticides,342,0,0,0,Summer,Significant Damage
Kharif,Black-Cotton,Insecticides,577,0,0,0,Summer,Significant Damage
Kharif,Alluvial,Insecticides,2541,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,2840,0,0,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,375,60,30,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,577,40,29,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,626,30,34,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,677,30,36,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,731,20,34,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,789,20,32,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,851,30,34,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,915,30,28,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1212,40,30,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,1297,10,40,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1385,35,45,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1478,40,46,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1576,40,48,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1678,50,52,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2016,20,54,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2015,20,54,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2139,20,50,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2139,20,54,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2267,30,53,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2401,10,55,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2541,25,53,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,2541,15,60,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,2541,40,60,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,2999,10,57,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,2999,15,54,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,3164,50,66,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,448,20,33,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,626,30,30,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,677,15,37,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,790,15,18,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,789,20,38,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,984,10,10,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,984,15,20,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,1132,10,25,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1576,30,39,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1786,20,43,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1898,10,49,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,2015,30,52,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2138,20,52,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2138,20,52,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,2999,30,50,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,3702,20,35,0,Winter,Significant Damage
Rabi,Alluvial,Herbicides,531,40,30,1,Winter,Significant Damage
Rabi,Alluvial,Herbicides,1678,20,33,10,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2267,60,50,3,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2402,40,36,17,Winter,Significant Damage
Rabi,Alluvial,Herbicides,2999,20,50,4,Summer,Significant Damage
Rabi,Alluvial,Herbicides,3896,5,62,5,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,789,30,30,3,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,1212,30,18,19,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1296,30,40,2,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1385,30,28,3,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2016,35,41,1,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2267,10,40,4,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,2401,20,45,7,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,2840,30,45,11,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2840,35,33,21,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,3164,40,40,15,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,3337,20,49,12,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,3516,15,44,13,Summer,Significant Damage
Rabi,Black-Cotton,Insecticides,1056,0,0,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Insecticides,1296,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,1678,0,0,0,Summer,Significant Damage
Kharif,Alluvial,Insecticides,1898,0,0,0,Monsoon,Significant Damage
Rabi,Alluvial,Insecticides,2015,0,0,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Insecticides,2139,0,0,0,Monsoon,Significant Damage
Rabi,Alluvial,Insecticides,2542,0,0,0,Winter,Significant Damage
Kharif,Alluvial,Insecticides,2688,0,0,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,577,40,33,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,677,20,37,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,677,40,37,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,731,20,25,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,789,20,32,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,789,30,38,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1056,20,39,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1212,10,40,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,1212,50,41,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1212,40,44,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1296,20,20,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1385,25,28,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1478,40,40,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1575,15,51,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1576,20,52,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1678,40,44,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1786,40,45,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2016,15,49,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2016,40,40,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2015,40,47,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2139,20,52,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2138,20,55,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,2267,20,48,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,2267,40,57,0,Winter,Significant Damage
